Date,Open,High,Low,Close,Adj Close,Volume
2017-10-01,251.490005,254.699997,251.289993,254.369995,230.617767,325955600
2017-10-08,254.630005,255.270004,253.649994,254.949997,231.143555,228400300
2017-10-15,255.210007,257.140015,254.350006,257.109985,233.101929,261751200
2017-10-22,257.480011,257.890015,254.000000,257.709991,233.645889,389927000
2017-10-29,256.470001,258.500000,256.190002,258.450012,234.316772,284832400
2017-11-05,258.299988,259.350006,256.359985,258.089996,233.990372,312694600
2017-11-12,257.309998,259.040009,255.630005,257.859985,233.781845,335889100
2017-11-19,258.140015,260.480011,257.859985,260.359985,236.048431,190142200
2017-11-26,260.410004,266.049988,260.000000,264.459991,239.765594,521044000
2017-12-03,266.309998,266.799988,262.709991,265.510010,240.717545,401716200
2017-12-10,266.309998,267.559998,265.390015,266.510010,241.624176,516455700
2017-12-17,268.100006,268.600006,266.690002,267.510010,243.770508,388541200
2017-12-24,267.049988,268.549988,266.640015,266.859985,243.178131,244118900
2017-12-31,267.839996,273.559998,267.399994,273.420013,249.156097,340886500
2018-01-07,273.309998,278.109985,272.920013,277.920013,253.256699,337325100
2018-01-14,279.350006,280.410004,276.179993,280.410004,255.525681,461462000
2018-01-21,280.170013,286.630005,280.109985,286.579987,261.148163,515553600
2018-01-28,285.929993,286.429993,275.410004,275.450012,251.005936,593556800
2018-02-04,273.450012,275.850006,252.919998,261.500000,238.293808,1347099500
2018-02-11,263.829987,275.320007,261.660004,273.109985,248.873505,617315700
2018-02-18,272.029999,274.720001,269.640015,274.709991,250.331573,388531100
2018-02-25,275.929993,278.920013,264.820007,269.079987,245.201141,623436700
2018-03-04,267.730011,278.869995,267.609985,278.869995,254.122284,444110600
2018-03-11,279.200012,280.410004,274.140015,274.200012,249.866776,453565500
2018-03-18,273.350006,274.399994,257.829987,258.049988,236.091751,579996000
2018-03-25,262.130005,266.769989,258.579987,263.149994,240.757813,529951400
2018-04-01,262.549988,266.640015,254.669998,259.720001,237.619690,692132300
2018-04-08,261.369995,267.540009,259.940002,265.149994,242.587616,454081800
2018-04-15,267.000000,271.299988,265.609985,266.609985,243.923340,363000200
2018-04-22,267.260010,267.980011,260.850006,266.559998,243.877640,407069900
2018-04-29,267.260010,267.890015,259.049988,266.019989,243.383606,470288200
2018-05-06,266.890015,273.149994,265.149994,272.850006,249.632401,314405600
2018-05-13,273.339996,274.079987,270.029999,271.329987,248.241684,316673700
2018-05-20,273.010010,274.250000,270.779999,272.149994,248.991943,308105100
2018-05-27,270.309998,273.940002,267.760010,273.600006,250.318634,350365300
2018-06-03,274.529999,278.279999,274.179993,278.190002,254.518005,304361500
2018-06-10,278.440002,279.480011,275.350006,277.130005,253.548294,407431300
2018-06-17,275.489990,276.720001,273.529999,274.739990,252.490280,330194500
2018-06-24,273.440002,273.869995,268.489990,271.279999,249.310471,485755300
2018-07-01,269.510010,275.839996,269.239990,275.420013,253.115250,229161500
2018-07-08,276.549988,279.929993,276.500000,279.589996,256.947418,287912600
2018-07-15,279.640015,281.179993,278.410004,279.679993,257.030212,288859800
2018-07-22,279.450012,284.369995,279.059998,281.420013,258.629364,328645600
2018-07-29,281.510010,283.660004,279.160004,283.600006,260.632782,303528100
2018-08-05,283.640015,286.010010,282.359985,283.160004,260.228424,237505100
2018-08-12,283.470001,285.559998,280.160004,285.059998,261.974548,348086700
2018-08-19,285.570007,287.670013,285.059998,287.510010,264.226135,258765100
2018-08-26,288.859985,291.739990,288.679993,290.309998,266.799316,292871700
2018-09-02,289.839996,290.209991,286.709991,287.600006,264.308807,269481500
2018-09-09,288.739990,291.269989,286.980011,290.880005,267.323242,266666300
2018-09-16,290.820007,293.940002,289.029999,291.989990,268.343262,385095300
2018-09-23,291.339996,292.239990,289.410004,290.720001,268.385590,306860200
2018-09-30,292.109985,293.209991,286.220001,287.820007,265.708405,391529300
2018-10-07,287.049988,288.859985,270.359985,275.950012,254.750320,834839200
2018-10-14,275.549988,281.149994,274.299988,276.250000,255.027222,605604600
2018-10-21,277.000000,277.359985,262.290009,265.329987,244.946182,746211300
2018-10-28,268.799988,275.230011,259.850006,271.890015,251.002197,668290500
2018-11-04,272.440002,281.220001,271.350006,277.760010,256.421265,392858000
2018-11-11,277.190002,277.459991,267.010010,273.730011,252.700836,584955500
2018-11-18,273.049988,273.380005,263.070007,263.250000,243.025970,357454600
2018-11-25,265.779999,276.279999,265.339996,275.649994,254.473312,463664000
2018-12-02,280.279999,280.399994,262.440002,263.570007,243.321365,646366600
2018-12-09,263.369995,269.000000,258.619995,260.470001,240.459595,584550800
2018-12-16,259.399994,260.649994,239.979996,240.699997,222.208359,1022399200
2018-12-23,239.039993,251.399994,233.759995,247.750000,230.052383,705164500
2018-12-30,249.559998,253.110001,243.669998,252.389999,234.360947,557994100
2019-01-06,252.690002,259.160004,251.690002,258.980011,240.480194,471340300
2019-01-13,256.859985,266.980011,256.410004,266.459991,247.425888,457771900
2019-01-20,264.820007,266.700012,260.660004,265.779999,246.794479,357649000
2019-01-27,263.390015,271.200012,261.790009,270.059998,250.768692,434018300
2019-02-03,270.109985,273.440002,267.829987,270.470001,251.149384,369916300
2019-02-10,271.200012,277.410004,270.029999,277.369995,257.556488,385891900
2019-02-17,276.480011,279.359985,276.350006,279.140015,259.200104,278060900
2019-02-24,280.730011,281.309998,277.480011,280.420013,260.388641,330945200
2019-03-03,281.600006,281.869995,272.420013,274.459991,254.854324,421329900
2019-03-10,275.260010,282.380005,275.230011,281.309998,261.215088,374233000
2019-03-17,281.549988,285.179993,279.179993,279.250000,260.444397,439286800
2019-03-24,278.869995,282.839996,277.640015,282.480011,263.456909,364351100
2019-03-31,284.700012,288.630005,284.399994,288.570007,269.136719,293550700
2019-04-07,288.100006,290.470001,286.700012,290.160004,270.619659,297131000
2019-04-14,290.239990,291.429993,288.660004,290.019989,270.489044,228726700
2019-04-21,289.170013,293.489990,289.070007,293.410004,273.650787,251486900
2019-04-28,293.510010,294.950012,289.519989,294.029999,274.229034,331555200
2019-05-05,289.250000,293.309998,282.299988,288.100006,268.698395,559396700
2019-05-12,282.420013,289.209991,279.929993,285.839996,266.590607,455352700
2019-05-19,284.059998,286.929993,280.570007,282.779999,263.736633,313209100
2019-05-26,283.089996,284.149994,275.239990,275.269989,256.732452,324388900
2019-06-02,275.309998,288.850006,273.089996,287.649994,268.278717,388532200
2019-06-09,289.369995,291.399994,287.820007,289.260010,269.780273,267806600
2019-06-16,289.519989,296.309998,289.179993,294.000000,274.201050,403194400
2019-06-23,294.230011,294.579987,290.350006,293.000000,274.597534,280902400
2019-06-30,296.679993,298.820007,294.329987,298.459991,279.714630,232786300
2019-07-07,297.010010,300.730011,295.480011,300.649994,281.767029,236543700
2019-07-14,301.130005,301.130005,296.700012,297.170013,278.505585,216657600
2019-07-21,297.609985,302.230011,297.040009,302.010010,283.041595,235894000
2019-07-28,301.880005,302.010010,290.899994,292.619995,274.241333,447617000
2019-08-04,288.089996,293.619995,281.720001,291.619995,273.304169,621473300
2019-08-11,289.959991,294.149994,282.390015,288.850006,270.708130,478024400
2019-08-18,292.190002,293.929993,283.470001,284.850006,266.959351,355520800
2019-08-25,287.269989,294.239990,285.250000,292.450012,274.082062,319590000
2019-09-01,290.570007,298.829987,289.269989,298.049988,279.330292,248831100
2019-09-08,299.140015,302.459991,295.970001,301.089996,282.179291,313042000
2019-09-15,299.839996,302.630005,297.410004,298.279999,279.545868,339168000
2019-09-22,297.549988,299.839996,293.690002,295.399994,278.125275,351126500
2019-09-29,295.970001,298.459991,284.820007,294.350006,277.136658,412814300
2019-10-06,293.470001,298.739990,288.489990,296.279999,278.953766,371694700
2019-10-13,295.929993,300.239990,295.570007,297.970001,280.544983,246118100
2019-10-20,299.420013,302.200012,298.500000,301.600006,283.962677,202654000
2019-10-27,302.940002,306.190002,301.730011,306.140015,288.237183,276271100
2019-11-03,307.850006,309.649994,306.059998,308.940002,290.873444,253331600
2019-11-10,307.420013,311.839996,307.269989,311.790009,293.556732,249443100
2019-11-17,311.529999,312.690002,309.059998,310.959991,292.775269,295953800
2019-11-24,311.980011,315.480011,311.980011,314.309998,295.929413,167253500
2019-12-01,314.589996,315.309998,307.130005,314.869995,296.456604,288425500
2019-12-08,314.440002,318.670013,312.809998,317.320007,298.763428,318810900
2019-12-15,319.220001,321.970001,317.250000,320.730011,301.973999,424433000
2019-12-22,321.589996,323.799988,320.899994,322.859985,305.473938,146700000
2019-12-29,322.950012,324.890015,320.149994,322.410004,305.048126,243667300
2020-01-05,320.489990,327.459991,320.359985,325.709991,308.170380,265948900
2020-01-12,326.390015,332.179993,325.920013,331.950012,314.074371,331872500
2020-01-19,330.899994,332.950012,327.359985,328.769989,311.065643,266198700
2020-01-26,323.029999,328.630005,320.730011,321.730011,304.404785,391122800
2020-02-02,323.350006,334.190002,323.220001,332.200012,314.310974,312106400
2020-02-09,331.230011,338.119995,331.190002,337.600006,319.420135,260011300
2020-02-16,336.510010,339.079987,332.579987,333.480011,315.522034,293992500
2020-02-23,323.140015,333.559998,285.540009,296.260010,280.306366,1244104700
2020-03-01,298.209991,313.839996,290.230011,297.459991,281.441711,1130490100
2020-03-08,275.299988,288.519989,247.679993,269.320007,254.817123,1562964500
2020-03-15,241.179993,256.899994,228.020004,228.800003,216.479050,1523388400
2020-03-22,228.190002,262.799988,218.259995,253.419998,241.183212,1342924000
2020-03-29,255.699997,263.329987,243.899994,248.190002,236.205765,869026800
2020-04-05,257.839996,281.200012,248.169998,278.200012,264.766693,733262100
2020-04-12,277.140015,287.299988,271.410004,286.640015,272.799103,649240600
2020-04-19,282.609985,286.790009,272.019989,282.970001,269.306305,509219500
2020-04-26,285.119995,294.880005,281.519989,282.790009,269.134979,549993900
2020-05-03,280.739990,292.950012,279.130005,292.440002,278.319031,385778500
2020-05-10,290.339996,294.239990,272.989990,286.279999,272.456512,553230300
2020-05-17,293.049988,297.869995,291.950012,295.440002,281.174133,443006900
2020-05-24,301.929993,306.839996,295.459991,304.320007,289.625458,403264800
2020-05-31,303.619995,321.269989,303.059998,319.339996,303.920135,448912200
2020-06-07,320.220001,323.410004,298.600006,304.209991,289.520752,650043700
2020-06-14,298.019989,315.640015,296.739990,308.640015,293.736816,573187400
2020-06-21,307.989990,314.500000,299.420013,300.049988,286.818176,493363100
2020-06-28,301.410004,315.700012,298.929993,312.230011,298.461121,334908800
2020-07-05,316.369995,317.880005,310.679993,317.589996,303.584747,340167000
2020-07-12,320.130005,323.040009,312.000000,321.720001,307.532654,401248400
2020-07-19,321.429993,327.230011,319.250000,320.880005,306.729645,320898500
2020-07-26,321.630005,326.630005,319.640015,326.519989,312.120972,301090700
2020-08-02,328.320007,334.880005,327.730011,334.570007,319.815918,238681200
2020-08-09,335.059998,338.279999,332.010010,336.839996,321.985870,256734100
2020-08-16,337.940002,339.720001,335.220001,339.480011,324.509430,239583500
2020-08-23,342.119995,350.720001,339.450012,350.579987,335.119873,244465300
2020-08-30,350.350006,358.750000,334.869995,342.570007,327.463196,477715300
2020-09-06,336.709991,342.640015,331.000000,334.059998,319.328461,381177300
2020-09-13,337.489990,343.059998,327.970001,330.649994,316.068817,398023800
2020-09-20,325.700012,331.200012,319.799988,328.730011,315.491333,403925800
2020-09-27,333.220001,338.739990,331.190002,333.839996,320.395569,398099500
2020-10-04,336.059998,347.350006,334.380005,346.850006,332.881653,297612700
2020-10-11,349.589996,354.019989,343.130005,347.290009,333.303925,361231500
2020-10-18,348.649994,349.329987,340.649994,345.779999,331.854706,296595700
2020-10-25,342.130005,342.980011,322.600006,326.540009,313.389557,495446400
2020-11-01,330.200012,352.190002,327.239990,350.160004,336.058350,463334900
2020-11-08,363.970001,364.380005,350.510010,358.100006,343.678528,446943600
2020-11-15,360.980011,362.779999,354.149994,355.329987,341.020081,341601600
2020-11-22,357.279999,364.179993,354.869995,363.670013,349.024292,199491500
2020-11-29,362.829987,369.850006,359.170013,369.850006,354.955353,317663000
2020-12-06,369.019989,371.049988,363.260010,366.299988,351.548309,280935500
2020-12-13,368.640015,372.459991,364.470001,369.179993,354.312347,392163800
2020-12-20,364.970001,378.459991,362.029999,369.000000,355.649170,216995000
2020-12-27,371.739990,374.660004,370.829987,373.880005,360.352631,220656900
2021-01-03,375.309998,381.489990,364.820007,381.260010,367.465607,425078700
2021-01-10,377.850006,381.130005,373.700012,375.700012,362.106750,306035100
2021-01-17,378.339996,384.950012,376.750000,382.880005,369.026947,213770000
2021-01-24,383.670013,385.850006,368.269989,370.070007,356.680450,457381600
2021-01-31,373.720001,388.470001,370.380005,387.709991,373.682190,288507800
2021-02-07,389.269989,392.899994,387.500000,392.640015,378.433899,226577300
2021-02-14,393.959991,394.170013,387.739990,390.029999,375.918274,246216800
2021-02-21,387.059998,392.230011,378.230011,380.359985,366.598145,546504300
2021-02-28,385.589996,390.920013,371.880005,383.630005,369.749878,640356900
2021-03-07,384.660004,395.649994,381.420013,394.059998,379.802490,497580800
2021-03-14,394.329987,398.119995,387.149994,389.480011,375.388214,474082600
2021-03-21,390.029999,396.410004,383.899994,395.980011,382.903046,492591500
2021-03-28,394.399994,400.670013,392.809998,400.609985,387.380096,396786900
2021-04-04,403.459991,411.670013,403.380005,411.489990,397.900848,328509800
2021-04-11,410.850006,417.910004,410.200012,417.260010,403.480286,317182900
2021-04-18,416.260010,418.250000,410.589996,416.739990,402.977417,397935300
2021-04-25,417.440002,420.720001,416.299988,417.299988,403.518982,318795700
2021-05-02,419.429993,422.820007,411.670013,422.119995,408.179718,371936900
2021-05-09,422.500000,422.739990,404.000000,416.579987,402.822662,522147000
2021-05-16,415.390015,418.200012,405.329987,414.940002,401.236847,386007400
2021-05-23,417.339996,421.250000,417.079987,420.040009,406.168427,267144600
2021-05-30,422.570007,422.920013,416.279999,422.600006,408.643860,217391300
2021-06-06,422.589996,424.630005,420.320007,424.309998,410.297485,243716500
2021-06-13,424.429993,425.459991,414.700012,414.920013,401.217590,383879100
2021-06-20,416.799988,427.089996,415.929993,426.609985,413.871033,283207500
2021-06-27,427.170013,434.100006,425.890015,433.720001,420.768768,265096700
2021-07-04,433.779999,435.839996,427.519989,435.519989,422.515015,306093700
2021-07-11,435.429993,437.920013,430.920013,431.339996,418.459808,300932400
2021-07-18,426.190002,440.299988,421.970001,439.940002,426.803040,423964700
2021-07-25,439.309998,441.799988,435.989990,438.510010,425.415710,279975200
2021-08-01,440.339996,442.940002,436.100006,442.489990,429.276855,249469100
2021-08-08,442.459991,445.940002,441.309998,445.920013,432.604462,206975900
2021-08-15,444.529999,447.109985,436.119995,443.359985,430.120880,420586700
2021-08-22,445.160004,450.649994,443.440002,450.250000,436.805145,269312100
2021-08-29,450.970001,454.049988,450.709991,453.079987,439.550629,246050500
2021-09-05,452.709991,452.809998,445.309998,445.440002,432.138855,255772000
2021-09-12,448.640015,448.920013,441.019989,441.399994,428.219421,436939600
2021-09-19,434.880005,444.890015,428.859985,443.910004,432.034210,499812500
2021-09-26,442.809998,444.049988,427.230011,434.239990,422.622833,543882700
2021-10-03,433.000000,441.679993,426.359985,437.859985,426.146027,479279600
2021-10-10,437.160004,446.260010,431.540009,445.869995,433.941742,345885500
2021-10-17,443.970001,454.670013,443.269989,453.119995,440.997772,258932100
2021-10-24,454.279999,459.559998,452.390015,459.250000,446.963806,295327900
2021-10-31,460.299988,470.649994,458.200012,468.529999,455.995453,269089500
2021-11-07,469.700012,470.230011,462.040009,467.269989,454.769196,259299200
2021-11-14,468.640015,470.940002,466.230011,468.890015,456.345886,251637500
2021-11-21,470.890015,473.540009,457.769989,458.970001,446.691284,320496900
2021-11-28,464.070007,466.559998,448.920013,453.420013,441.289734,631737000
2021-12-05,456.130005,470.899994,453.559998,470.739990,458.146332,405133400
2021-12-12,470.190002,472.869995,458.059998,459.869995,447.567200,553968300
2021-12-19,454.480011,472.190002,451.140015,470.600006,459.619232,292271000
2021-12-26,472.059998,479.000000,472.010010,474.959991,463.877472,279152600
2022-01-02,476.299988,479.980011,464.649994,466.089996,455.214447,420356300
2022-01-09,462.700012,473.200012,456.600006,464.720001,453.876404,448334500
2022-01-16,459.739990,459.959991,437.950012,437.980011,427.760376,543717600
2022-01-23,432.029999,444.040009,420.760010,441.950012,431.637756,920508000
2022-01-30,441.239990,458.119995,439.809998,448.700012,438.230255,629246600
2022-02-06,449.510010,457.880005,438.940002,440.459991,430.182495,551393100
2022-02-13,439.920013,448.059998,431.820007,434.230011,424.097900,531254600
2022-02-20,431.890015,437.839996,410.640015,437.750000,427.535706,592717200
2022-02-27,432.029999,441.109985,427.109985,432.170013,422.085999,620607300
2022-03-06,431.549988,432.299988,415.119995,420.070007,410.268280,609269100
2022-03-13,420.890015,444.859985,415.790009,444.519989,434.147797,555925500
2022-03-20,444.339996,452.980011,440.679993,452.690002,443.500671,384264500
2022-03-27,452.059998,462.070007,449.140015,452.920013,443.725983,445526900
2022-04-03,453.130005,457.829987,443.470001,447.570007,438.484619,398083400
2022-04-10,444.109985,445.750000,436.649994,437.790009,428.903137,346074000
2022-04-17,436.809998,450.010010,425.440002,426.040009,417.391632,426937000
2022-04-24,423.670013,429.640015,411.209991,412.000000,403.636627,596614200
2022-05-01,412.070007,429.660004,405.019989,411.339996,402.990051,727288500
2022-05-08,405.100006,406.410004,385.149994,401.720001,393.565338,659709500
2022-05-15,399.980011,408.570007,380.540009,389.630005,381.720734,509269500
2022-05-22,392.829987,415.380005,386.959991,415.260010,406.830505,426273600
2022-05-29,413.549988,417.440002,406.929993,410.540009,402.206268,334006700
2022-06-05,414.779999,416.609985,389.750000,389.799988,381.887299,400315000
2022-06-12,379.850006,383.899994,362.170013,365.859985,358.433258,645270700
2022-06-19,371.890015,390.089996,370.179993,390.079987,383.812408,344213700
2022-06-26,391.049988,393.160004,372.559998,381.239990,375.114471,405582500
2022-07-03,375.880005,390.640015,372.899994,388.670013,382.425079,288787900
2022-07-10,385.850006,386.869995,371.040009,385.130005,378.941956,373575900
2022-07-17,388.380005,400.179993,380.660004,395.089996,388.741913,350654600
2022-07-24,395.750000,413.029999,389.950012,411.989990,405.370361,349890300
2022-07-31,409.149994,415.679993,406.820007,413.470001,406.826630,303725000
2022-08-07,415.250000,427.209991,410.220001,427.100006,420.237640,288667800
2022-08-14,424.769989,431.730011,421.220001,422.140015,415.357361,293940800
2022-08-21,417.049988,419.959991,405.250000,405.309998,398.797699,330007900
2022-08-28,402.200012,405.839996,390.040009,392.239990,385.937744,405425100
2022-09-04,393.130005,407.510010,388.420013,406.600006,400.067017,305130200
2022-09-11,408.779999,411.730011,382.109985,385.559998,379.365082,467945700
2022-09-18,382.260010,389.309998,363.290009,367.950012,363.525208,469119500
2022-09-25,366.410004,372.299988,357.040009,357.179993,352.884705,578341000
2022-10-02,361.079987,379.459991,359.209991,362.790009,358.427246,471548000
2022-10-09,363.959991,370.260010,348.109985,357.630005,353.329315,516508900
2022-10-16,364.010010,375.450012,357.279999,374.290009,369.788971,489399500
2022-10-23,375.890015,389.519989,373.109985,389.019989,384.341797,450644300
2022-10-30,386.440002,390.390015,368.790009,376.350006,371.824188,499634600
2022-11-06,377.709991,399.350006,373.609985,398.510010,393.717712,466719200
2022-11-13,396.660004,402.309998,390.140015,396.029999,391.267517,401025300
2022-11-20,394.640015,402.929993,392.660004,402.329987,397.491730,210479200
2022-11-27,399.089996,410.000000,393.299988,406.910004,402.016693,426499200
2022-12-04,403.950012,404.929993,391.640015,393.279999,388.550598,363375500
2022-12-11,394.109985,410.489990,381.040009,383.269989,378.660950,544863500
2022-12-18,383.470001,387.410004,374.769989,382.910004,380.042480,392450900
2022-12-25,382.790009,384.350006,376.420013,382.429993,379.566040,273542800
2023-01-01,384.369995,389.250000,377.829987,388.079987,385.173737,341944900
2023-01-08,390.369995,399.100006,386.269989,398.500000,395.515717,362278900
2023-01-15,398.480011,400.230011,387.260010,395.880005,392.915344,341074900
2023-01-22,396.720001,408.160004,393.559998,405.679993,402.641937,369137600
2023-01-29,402.799988,418.309998,400.279999,412.350006,409.262024,458864300
2023-02-05,409.790009,416.489990,405.010010,408.040009,404.984283,376978100
2023-02-12,408.720001,415.049988,404.049988,407.260010,404.210144,380547800
2023-02-19,403.059998,404.160004,393.640015,396.380005,393.411591,370835000
2023-02-26,399.869995,404.450012,392.329987,404.190002,401.163086,451837900
2023-03-05,405.049988,407.450012,384.320007,385.910004,383.020020,557051400
2023-03-12,381.809998,396.470001,380.649994,389.989990,387.069427,764346900
2023-03-19,390.799988,402.489990,389.399994,395.750000,394.285400,523360300
2023-03-26,398.119995,409.700012,393.690002,409.390015,407.874908,396282600
2023-04-02,408.850006,411.920013,405.679993,409.190002,407.675659,262936100
2023-04-09,406.609985,415.089996,405.970001,412.459991,410.933533,373375600
2023-04-16,412.369995,415.720001,410.170013,412.200012,410.674530,334521500
2023-04-23,411.989990,415.940002,403.779999,415.929993,414.390686,424849800
2023-04-30,415.470001,417.619995,403.739990,412.630005,411.102936,440398500
2023-05-07,412.970001,414.540009,408.869995,411.589996,410.066772,336006300
2023-05-14,412.220001,420.720001,410.230011,418.619995,417.070740,400138800
2023-05-21,418.640015,420.769989,409.880005,420.019989,418.465546,421134200
2023-05-28,422.029999,428.739990,416.220001,427.920013,426.336334,363259500
2023-06-04,428.279999,431.989990,425.820007,429.899994,428.308990,362551300
2023-06-11,430.920013,443.899994,430.170013,439.459991,437.833618,497040500
2023-06-18,437.450012,438.369995,432.470001,433.209991,433.209991,315854400
2023-06-25,432.619995,444.299988,431.190002,443.279999,443.279999,394077100
